"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://wojewodastudio.pl/umow","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","0","","40","20","0","100,000","0","0","0","0","0","0","","","","","","0,096","","https://www.moment.pl/s/krystian-wojewoda/o-nas","HTTP Redirect","","","1.1","","","","","","https://wojewodastudio.pl/umow","2026-07-18 19:35:36"
"https://wojewodastudio.pl/jak-dbac-o-skore-glowy/","text/html; charset=UTF-8","200","OK","Indexable","","Jak dbać o skórę głowy - Krystian Wojewoda Hair Design","54","501","Najlepszy fryzjer w Łodzi","25","153","","0","0","","0","Jak dbać o skórę głowy","22","","0","Pielęgnacja skóry głowy zaczyna się od wizyty u trychologa…","59","Oczyszczanie skóry głowy","24","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://wojewodastudio.pl/jak-dbac-o-skore-glowy/","","","","","","55635","15742","15742","2,333","","1586","227","6,987","28,463","Very Hard","21,562","1","1","","11","6","0","30,000","17","12","0","1","1","0","","","","","36c63194973c497c79c1843fbbc3c9ae","0,371","","","","","pl-PL","1.1","","","","","","https://wojewodastudio.pl/jak-dbac-o-skore-glowy/","2026-07-18 19:35:35"
"https://wojewodastudio.pl/sklep","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","0","","10","1","0","5,000","0","0","0","0","0","0","","","","","","0,335","","","","","","1.1","","","","","","https://wojewodastudio.pl/sklep","2026-07-18 19:35:36"
"https://wojewodastudio.pl/zespol/","text/html; charset=UTF-8","200","OK","Indexable","","Zespół - Krystian Wojewoda Hair Design","38","355","Najlepszy fryzjer w Łodzi","25","153","","0","0","","0","","0","","0","Krystian Wojewoda Zohan Stylista/fryzjer","40","Mariola Śnieg Mario Stylistka/technik koloryzacji","49","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://wojewodastudio.pl/zespol/","","","","","","48858","10102","10102","1,497","","85","20","4,250","14,411","Very Hard","1,748","2","1","","1","1","0","5,000","22","18","0","1","1","0","","","","","35a8115d760bc36ccf54d78f0dee066","0,342","","","","","pl-PL","1.1","","","","","","https://wojewodastudio.pl/zespol/","2026-07-18 19:35:36"
"https://wojewodastudio.pl/zespol/julia/","text/html; charset=UTF-8","200","OK","Indexable","","Julia - Krystian Wojewoda Hair Design","37","338","Najlepszy fryzjer w Łodzi","25","153","","0","0","","0","Julia Jula Młodsza Stylistka","28","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://wojewodastudio.pl/zespol/julia/","","","","","","39370","10097","10097","1,496","","111","18","6,167","34,424","Hard","2,620","3","2","","2","2","0","10,000","13","9","0","1","1","0","","","","","697397dd11abc74acd3aca27fd995c4c","0,248","","","","","pl-PL","1.1","","","","","","https://wojewodastudio.pl/zespol/julia/","2026-07-18 19:35:37"
"https://wojewodastudio.pl/zespol/aneta/","text/html; charset=UTF-8","200","OK","Indexable","","Aneta - Krystian Wojewoda Hair Design","37","348","Najlepszy fryzjer w Łodzi","25","153","","0","0","","0","Aneta Andzia Starsza Stylistka","30","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://wojewodastudio.pl/zespol/aneta/","","","","","","39241","10010","10010","1,483","","89","15","5,933","34,464","Hard","2,155","3","2","","2","2","0","10,000","13","9","0","1","1","0","","","","","83d1be72c29c0edcb0566cfcf36b28d3","0,370","","","","","pl-PL","1.1","","","","","","https://wojewodastudio.pl/zespol/aneta/","2026-07-18 19:35:37"
"https://wojewodastudio.pl/zespol/mariola-snieg/","text/html; charset=UTF-8","200","OK","Indexable","","Fryzjer Mariola Śnieg - Krystian Wojewoda Hair Design","53","482","Najlepszy fryzjer w Łodzi","25","153","Poznaj najlepszą fryzjerkę w Łodzi - Mariolę Śnieg. Pasja, wieloletnie doświadczenie, genialna koloryzacja i cięcie włosów. Umów się na wizytę!","143","874","","0","Mariola Śnieg Mario Stylistka/technik koloryzacji","49","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://wojewodastudio.pl/zespol/mariola-snieg/","","","","","","40570","10591","10591","1,570","","200","37","5,405","33,841","Hard","4,093","3","2","","2","2","0","10,000","13","9","0","2","2","0","","","","","44373e1e31974c78a8bf182592728780","0,404","","","","","pl-PL","1.1","","","","","","https://wojewodastudio.pl/zespol/mariola-snieg/","2026-07-18 19:35:37"
"https://wojewodastudio.pl/zespol/monika/","text/html; charset=UTF-8","200","OK","Indexable","","Monika - Krystian Wojewoda Hair Design","38","360","Najlepszy fryzjer w Łodzi","25","153","","0","0","","0","Monika Monia Starsza Stylistka","30","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://wojewodastudio.pl/zespol/monika/","","","","","","39067","9913","9913","1,469","","72","14","5,143","30,065","Hard","1,923","3","2","","2","2","0","10,000","13","9","0","1","1","0","","","","","c292c5d5a7781288f8fba84f7019672f","0,351","","","","","pl-PL","1.1","","","","","","https://wojewodastudio.pl/zespol/monika/","2026-07-18 19:35:37"
"https://wojewodastudio.pl/zespol/romina/","text/html; charset=UTF-8","200","OK","Indexable","","Romina - Krystian Wojewoda Hair Design","38","363","Najlepszy fryzjer w Łodzi","25","153","","0","0","","0","Romina Roma Młodsza stylistka","29","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://wojewodastudio.pl/zespol/romina/","","","","","","39145","9898","9898","1,467","","74","17","4,353","46,936","Hard","1,932","3","2","","2","2","0","10,000","13","9","0","1","1","0","","","","","9a30f001137f9f1bab32ff132d7aec7b","0,267","","","","","pl-PL","1.1","","","","","","https://wojewodastudio.pl/zespol/romina/","2026-07-18 19:35:37"
"https://wojewodastudio.pl/zespol/marta/","text/html; charset=UTF-8","200","OK","Indexable","","Marta - Krystian Wojewoda Hair Design","37","348","Najlepszy fryzjer w Łodzi","25","153","","0","0","","0","Marta Wieru Manager/recepcja","28","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://wojewodastudio.pl/zespol/marta/","","","","","","39768","10370","10370","1,537","","186","25","7,440","44,638","Hard","3,683","3","2","","2","2","0","10,000","13","9","0","1","1","0","","","","","ba65d0acc806114e5786705685b43c76","0,338","","","","","pl-PL","1.1","","","","","","https://wojewodastudio.pl/zespol/marta/","2026-07-18 19:35:37"
"https://wojewodastudio.pl/zespol/krystian-wojewoda/","text/html; charset=UTF-8","200","OK","Indexable","","Fryzjer Krystian Wojewoda - Krystian Wojewoda Hair Design","57","531","Najlepszy fryzjer w Łodzi","25","153","Poznaj najlepszego fryzjera w Łodzi - Krystian Wojewoda. Nowoczesny, pełnen pasji fryzjer z wieloletnim doświadczeniem. Umów się na wizytę!","139","883","","0","Krystian Wojewoda Zohan Stylista/fryzjer","40","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://wojewodastudio.pl/zespol/krystian-wojewoda/","","","","","","41866","11279","11279","1,672","","370","62","5,968","35,236","Hard","6,773","3","2","","2","2","0","10,000","13","9","0","2","2","0","","","","","6586e7eddf74d7ccafb6f34689b1f19e","0,538","","","","","pl-PL","1.1","","","","","","https://wojewodastudio.pl/zespol/krystian-wojewoda/","2026-07-18 19:35:37"
"https://wojewodastudio.pl/zespol/danuta/","text/html; charset=UTF-8","200","OK","Indexable","","Danuta - Krystian Wojewoda Hair Design","38","359","Najlepszy fryzjer w Łodzi","25","153","","0","0","","0","Danuta Danusia Starsza Stylistka","32","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://wojewodastudio.pl/zespol/danuta/","","","","","","39032","9881","9881","1,464","","73","13","5,615","52,796","Fairly Hard","1,755","3","2","","2","2","0","10,000","13","9","0","1","1","0","","","","","aea4456ee62eed91a461cab0ab90fc5","0,259","","","","","pl-PL","1.1","","","","","","https://wojewodastudio.pl/zespol/danuta/","2026-07-18 19:35:37"
"https://wojewodastudio.pl/zespol/ania/","text/html; charset=UTF-8","200","OK","Indexable","","Ania - Krystian Wojewoda Hair Design","36","335","Najlepszy fryzjer w Łodzi","25","153","","0","0","","0","Ania Anka Starsza Stylistka","27","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://wojewodastudio.pl/zespol/ania/","","","","","","39063","9977","9977","1,479","","86","16","5,375","33,163","Hard","2,124","3","2","","2","2","0","10,000","13","9","0","1","1","0","","","","","e39b8f25b8c78f9720f4969e4b3ec3fe","0,294","","","","","pl-PL","1.1","","","","","","https://wojewodastudio.pl/zespol/ania/","2026-07-18 19:35:37"
